filename,width_x,height_x,class,xmin,ymin,xmax,ymax,width_y,height_y,classy,p_xmin,p_ymin,p_xmax,p_ymax,iou
AUT-0026.jpg,3648,2736,vague,1733,1267,1807,1334,324.0,171.0,bolt,3382,2137,3706,2308,0.0
AUT-0026.jpg,3648,2736,vague,1956,1264,2037,1331,324.0,171.0,bolt,3382,2137,3706,2308,0.0
AUT-0026.jpg,3648,2736,vague,1956,1264,2037,1331,324.0,171.0,bolt,3382,2137,3706,2308,0.0
AUT-0027.jpg,3648,2736,bolt_b,860,1525,1064,1718,598.0,701.0,nat,2812,2376,3410,3077,0.0
AUT-0027.jpg,3648,2736,bolt_b,860,1525,1064,1718,598.0,701.0,nat,2812,2376,3410,3077,0.0
AUT-0027.jpg,3648,2736,bolt_b,2686,1553,2874,1743,598.0,701.0,nat,2812,2376,3410,3077,0.0
AUT-0027.jpg,3648,2736,bolt_b,2686,1553,2874,1743,598.0,701.0,nat,2812,2376,3410,3077,0.0
AUT-0027.jpg,3648,2736,vague,2631,2231,2742,2337,598.0,701.0,nat,2812,2376,3410,3077,0.0
AUT-0027.jpg,3648,2736,vague,2631,2231,2742,2337,598.0,701.0,nat,2812,2376,3410,3077,0.0
AUT-0027.jpg,3648,2736,vague,2763,2139,2867,2248,598.0,701.0,nat,2812,2376,3410,3077,0.0
AUT-0027.jpg,3648,2736,vague,2763,2139,2867,2248,598.0,701.0,nat,2812,2376,3410,3077,0.0
AUT-0028.jpg,3648,2736,bolt_a,1797,1161,2044,1406,319.0,277.0,nat,2325,1241,2644,1518,0.0
AUT-0028.jpg,3648,2736,bolt_a,1797,1161,2044,1406,319.0,277.0,nat,2325,1241,2644,1518,0.0
AUT-0028.jpg,3648,2736,bolt_a,2221,1122,2471,1377,319.0,277.0,nat,2325,1241,2644,1518,0.15133343853558467
AUT-0028.jpg,3648,2736,bolt_a,2221,1122,2471,1377,319.0,277.0,nat,2325,1241,2644,1518,0.15133343853558467
AUT-0029.jpg,3648,2736,bolt_b,849,1976,1054,2174,330.0,282.0,nat,951,2094,1281,2376,0.06672845227062095
AUT-0029.jpg,3648,2736,bolt_b,849,1976,1054,2174,330.0,282.0,nat,951,2094,1281,2376,0.06672845227062095
AUT-0029.jpg,3648,2736,bolt_b,2888,1926,3091,2128,330.0,282.0,nat,951,2094,1281,2376,0.0
AUT-0029.jpg,3648,2736,bolt_b,2888,1926,3091,2128,330.0,282.0,nat,951,2094,1281,2376,0.0
AUT-0030.jpg,2736,3648,bolt_a,869,1285,1129,1556,243.0,91.0,bolt,1789,45,2032,136,0.0
AUT-0030.jpg,2736,3648,bolt_a,869,1285,1129,1556,243.0,91.0,bolt,1789,45,2032,136,0.0
AUT-0030.jpg,2736,3648,bolt_a,1366,1301,1620,1543,243.0,91.0,bolt,1789,45,2032,136,0.0
AUT-0030.jpg,2736,3648,bolt_a,1366,1301,1620,1543,243.0,91.0,bolt,1789,45,2032,136,0.0
AUT-0030.jpg,2736,3648,bolt_a,903,1850,1143,2089,243.0,91.0,bolt,1789,45,2032,136,0.0
AUT-0030.jpg,2736,3648,bolt_a,903,1850,1143,2089,243.0,91.0,bolt,1789,45,2032,136,0.0
AUT-0030.jpg,2736,3648,bolt_a,1385,1854,1617,2096,243.0,91.0,bolt,1789,45,2032,136,0.0
AUT-0030.jpg,2736,3648,bolt_a,1385,1854,1617,2096,243.0,91.0,bolt,1789,45,2032,136,0.0
AUT-0031.jpg,2736,3648,bolt_b,742,1798,951,2007,312.0,279.0,nat,1263,2317,1575,2596,0.0
AUT-0031.jpg,2736,3648,bolt_b,742,1798,951,2007,312.0,279.0,nat,1263,2317,1575,2596,0.0
AUT-0031.jpg,2736,3648,bolt_b,1164,1781,1366,1994,312.0,279.0,nat,1263,2317,1575,2596,0.0
AUT-0031.jpg,2736,3648,bolt_b,1164,1781,1366,1994,312.0,279.0,nat,1263,2317,1575,2596,0.0
AUT-0031.jpg,2736,3648,bolt_b,1163,2225,1372,2432,312.0,279.0,nat,1263,2317,1575,2596,0.10762483130904184
AUT-0031.jpg,2736,3648,bolt_b,1163,2225,1372,2432,312.0,279.0,nat,1263,2317,1575,2596,0.10762483130904184
AUT-0031.jpg,2736,3648,bolt_b,768,2246,972,2449,312.0,279.0,nat,1263,2317,1575,2596,0.0
AUT-0031.jpg,2736,3648,bolt_b,768,2246,972,2449,312.0,279.0,nat,1263,2317,1575,2596,0.0
AUT-0032.jpg,3648,2736,bolt_b,2406,1751,2723,2065,478.0,427.0,nat,2582,1910,3060,2337,0.07826732148535491
AUT-0032.jpg,3648,2736,bolt_b,2406,1751,2723,2065,478.0,427.0,nat,2582,1910,3060,2337,0.07826732148535491
AUT-0033.jpg,3648,2736,bolt_a,1474,1302,1851,1682,444.0,470.0,nat,1664,1462,2108,1932,0.13313892938971048
AUT-0033.jpg,3648,2736,bolt_a,1474,1302,1851,1682,444.0,470.0,nat,1664,1462,2108,1932,0.13313892938971048
AUT-0033.jpg,3648,2736,bolt_a,2243,1240,2600,1574,444.0,470.0,nat,1664,1462,2108,1932,0.0
AUT-0033.jpg,3648,2736,bolt_a,2243,1240,2600,1574,444.0,470.0,nat,1664,1462,2108,1932,0.0
AUT-0034.jpg,3648,2736,bolt_b,1420,985,1797,1348,592.0,517.0,nat,1578,1147,2170,1664,0.11100952723530323
AUT-0034.jpg,3648,2736,bolt_b,1420,985,1797,1348,592.0,517.0,nat,1578,1147,2170,1664,0.11100952723530323
AUT-0035.jpg,3648,2736,bolt_a,1686,1029,1948,1317,393.0,436.0,nat,1809,1124,2202,1560,0.12288202692003167
AUT-0035.jpg,3648,2736,bolt_a,1686,1029,1948,1317,393.0,436.0,nat,1809,1124,2202,1560,0.12288202692003167
AUT-0035.jpg,3648,2736,bolt_a,2334,1017,2616,1330,393.0,436.0,nat,1809,1124,2202,1560,0.0
AUT-0035.jpg,3648,2736,bolt_a,2334,1017,2616,1330,393.0,436.0,nat,1809,1124,2202,1560,0.0
AUT-0035.jpg,3648,2736,bolt_a,2308,1597,2601,1878,393.0,436.0,nat,1809,1124,2202,1560,0.0
AUT-0035.jpg,3648,2736,bolt_a,2308,1597,2601,1878,393.0,436.0,nat,1809,1124,2202,1560,0.0
AUT-0035.jpg,3648,2736,bolt_a,1652,1605,1941,1878,393.0,436.0,nat,1809,1124,2202,1560,0.0
AUT-0035.jpg,3648,2736,bolt_a,1652,1605,1941,1878,393.0,436.0,nat,1809,1124,2202,1560,0.0
AUT-0036.jpg,3648,2736,vague,338,1869,412,1954,490.0,542.0,nat,2217,1169,2707,1711,0.0
AUT-0036.jpg,3648,2736,vague,338,1869,412,1954,490.0,542.0,nat,2217,1169,2707,1711,0.0
AUT-0036.jpg,3648,2736,vague,331,2000,409,2079,490.0,542.0,nat,2217,1169,2707,1711,0.0
AUT-0036.jpg,3648,2736,vague,331,2000,409,2079,490.0,542.0,nat,2217,1169,2707,1711,0.0
AUT-0036.jpg,3648,2736,vague,470,1832,535,1918,490.0,542.0,nat,2217,1169,2707,1711,0.0
AUT-0036.jpg,3648,2736,vague,470,1832,535,1918,490.0,542.0,nat,2217,1169,2707,1711,0.0
AUT-0036.jpg,3648,2736,vague,471,1955,540,2037,490.0,542.0,nat,2217,1169,2707,1711,0.0
AUT-0036.jpg,3648,2736,vague,471,1955,540,2037,490.0,542.0,nat,2217,1169,2707,1711,0.0
AUT-0036.jpg,3648,2736,bolt_a,2100,1051,2380,1304,490.0,542.0,nat,2217,1169,2707,1711,0.07065315522216907
AUT-0036.jpg,3648,2736,bolt_a,2100,1051,2380,1304,490.0,542.0,nat,2217,1169,2707,1711,0.07065315522216907
AUT-0037.jpg,3648,2736,bolt_b,1732,1534,2009,1795,501.0,534.0,nat,1875,1695,2376,2229,0.041599165270875094
AUT-0037.jpg,3648,2736,bolt_b,1732,1534,2009,1795,501.0,534.0,nat,1875,1695,2376,2229,0.041599165270875094
AUT-0038.jpg,3648,2736,bolt_b,1714,1135,1999,1416,507.0,474.0,nat,1832,1190,2339,1664,0.13436874594807904
AUT-0038.jpg,3648,2736,bolt_b,1714,1135,1999,1416,507.0,474.0,nat,1832,1190,2339,1664,0.13436874594807904
AUT-0042.jpg,2736,3648,bolt_b,1021,1231,1299,1520,594.0,604.0,nat,1113,1402,1707,2006,0.05315647155496952
AUT-0042.jpg,2736,3648,bolt_b,1021,1231,1299,1520,594.0,604.0,nat,1113,1402,1707,2006,0.05315647155496952
AUT-0043.jpg,2736,3648,bolt_b,1328,1493,1589,1755,260.0,438.0,bolt,1459,1650,1719,2088,0.08187548275638418
AUT-0043.jpg,2736,3648,bolt_b,1328,1493,1589,1755,260.0,438.0,bolt,1459,1650,1719,2088,0.08187548275638418
AUT-0047.jpg,2736,3648,bolt_b,1155,1560,1410,1828,282.0,313.0,bolt,1440,1883,1722,2196,0.0
AUT-0047.jpg,2736,3648,bolt_b,1155,1560,1410,1828,282.0,313.0,bolt,1440,1883,1722,2196,0.0
AUT-0048.jpg,3648,2736,bolt_b,772,778,989,944,245.0,342.0,bolt,2493,230,2738,572,0.0
AUT-0048.jpg,3648,2736,bolt_b,772,778,989,944,245.0,342.0,bolt,2493,230,2738,572,0.0
AUT-0048.jpg,3648,2736,bolt_b,2433,702,2651,874,245.0,342.0,bolt,2493,230,2738,572,0.0
AUT-0048.jpg,3648,2736,bolt_b,2433,702,2651,874,245.0,342.0,bolt,2493,230,2738,572,0.0
AUT-0049.jpg,3648,2736,bolt_a,2335,1442,2519,1637,74.0,222.0,bolt,37,1701,111,1923,0.0
AUT-0049.jpg,3648,2736,bolt_a,2335,1442,2519,1637,74.0,222.0,bolt,37,1701,111,1923,0.0
AUT-0049.jpg,3648,2736,bolt_a,1776,1925,1987,2122,74.0,222.0,bolt,37,1701,111,1923,0.0
AUT-0049.jpg,3648,2736,bolt_a,1776,1925,1987,2122,74.0,222.0,bolt,37,1701,111,1923,0.0
AUT-0050.jpg,2736,3648,bolt_b,1376,1469,1430,1520,671.0,1567.0,bolt,1122,800,1793,2367,0.002714255344995141
AUT-0050.jpg,2736,3648,bolt_b,1376,1469,1430,1520,671.0,1567.0,bolt,1122,800,1793,2367,0.002714255344995141
AUT-0050.jpg,2736,3648,bolt_b,1147,1491,1211,1541,671.0,1567.0,bolt,1122,800,1793,2367,0.003146068695335277
AUT-0050.jpg,2736,3648,bolt_b,1147,1491,1211,1541,671.0,1567.0,bolt,1122,800,1793,2367,0.003146068695335277
AUT-0050.jpg,2736,3648,bolt_b,1488,2994,1533,3042,671.0,1567.0,bolt,1122,800,1793,2367,0.0
AUT-0050.jpg,2736,3648,bolt_b,1488,2994,1533,3042,671.0,1567.0,bolt,1122,800,1793,2367,0.0
AUT-0050.jpg,2736,3648,vague,1193,2321,1236,2359,671.0,1567.0,bolt,1122,800,1793,2367,0.0016285532069970847
AUT-0050.jpg,2736,3648,vague,1193,2321,1236,2359,671.0,1567.0,bolt,1122,800,1793,2367,0.0016285532069970847
AUT-0050.jpg,2736,3648,vague,1411,2280,1456,2319,671.0,1567.0,bolt,1122,800,1793,2367,0.0017462342079689018
AUT-0050.jpg,2736,3648,vague,1411,2280,1456,2319,671.0,1567.0,bolt,1122,800,1793,2367,0.0017462342079689018
AUT-0052.jpg,2736,3648,bolt_a,1321,301,1458,423,188.0,171.0,bolt,1419,2622,1607,2793,0.0
AUT-0052.jpg,2736,3648,bolt_a,1321,301,1458,423,188.0,171.0,bolt,1419,2622,1607,2793,0.0
AUT-0052.jpg,2736,3648,bolt_a,1379,2539,1507,2683,188.0,171.0,bolt,1419,2622,1607,2793,0.12075719444140497
AUT-0052.jpg,2736,3648,bolt_a,1379,2539,1507,2683,188.0,171.0,bolt,1419,2622,1607,2793,0.12075719444140497
AUT-0054.jpg,3648,2736,bolt_a,830,1011,992,1171,387.0,226.0,bolt,2490,1220,2877,1446,0.0
AUT-0054.jpg,3648,2736,bolt_a,830,1011,992,1171,387.0,226.0,bolt,2490,1220,2877,1446,0.0
AUT-0054.jpg,3648,2736,bolt_a,1221,937,1365,1080,387.0,226.0,bolt,2490,1220,2877,1446,0.0
AUT-0054.jpg,3648,2736,bolt_a,1221,937,1365,1080,387.0,226.0,bolt,2490,1220,2877,1446,0.0
AUT-0054.jpg,3648,2736,bolt_a,1672,1082,1796,1204,387.0,226.0,bolt,2490,1220,2877,1446,0.0
AUT-0054.jpg,3648,2736,bolt_a,1672,1082,1796,1204,387.0,226.0,bolt,2490,1220,2877,1446,0.0
AUT-0054.jpg,3648,2736,bolt_a,2353,1533,2475,1662,387.0,226.0,bolt,2490,1220,2877,1446,0.0
AUT-0054.jpg,3648,2736,bolt_a,2353,1533,2475,1662,387.0,226.0,bolt,2490,1220,2877,1446,0.0
AUT-0055.jpg,2736,3648,bolt_b,722,785,877,942,547.0,228.0,bolt,1919,3534,2466,3762,0.0
AUT-0055.jpg,2736,3648,bolt_b,722,785,877,942,547.0,228.0,bolt,1919,3534,2466,3762,0.0
AUT-0055.jpg,2736,3648,bolt_b,982,1998,1117,2126,547.0,228.0,bolt,1919,3534,2466,3762,0.0
AUT-0055.jpg,2736,3648,bolt_b,982,1998,1117,2126,547.0,228.0,bolt,1919,3534,2466,3762,0.0
AUT-0057.jpg,3648,2736,bolt_a,697,1003,898,1194,216.0,192.0,nat,3009,1314,3225,1506,0.0
AUT-0057.jpg,3648,2736,bolt_a,697,1003,898,1194,216.0,192.0,nat,3009,1314,3225,1506,0.0
AUT-0057.jpg,3648,2736,bolt_a,2033,573,2215,764,216.0,192.0,nat,3009,1314,3225,1506,0.0
AUT-0057.jpg,3648,2736,bolt_a,2033,573,2215,764,216.0,192.0,nat,3009,1314,3225,1506,0.0
AUT-0057.jpg,3648,2736,bolt_b,2801,681,2995,880,216.0,192.0,nat,3009,1314,3225,1506,0.0
AUT-0057.jpg,3648,2736,bolt_b,2801,681,2995,880,216.0,192.0,nat,3009,1314,3225,1506,0.0
AUT-0057.jpg,3648,2736,bolt_b,2916,1231,3105,1402,216.0,192.0,nat,3009,1314,3225,1506,0.13094588035432594
AUT-0057.jpg,3648,2736,bolt_b,2916,1231,3105,1402,216.0,192.0,nat,3009,1314,3225,1506,0.13094588035432594
AUT-0057.jpg,3648,2736,bolt_a,2350,1690,2523,1845,216.0,192.0,nat,3009,1314,3225,1506,0.0
AUT-0057.jpg,3648,2736,bolt_a,2350,1690,2523,1845,216.0,192.0,nat,3009,1314,3225,1506,0.0
AUT-0057.jpg,3648,2736,bolt_a,1159,2071,1327,2234,216.0,192.0,nat,3009,1314,3225,1506,0.0
AUT-0057.jpg,3648,2736,bolt_a,1159,2071,1327,2234,216.0,192.0,nat,3009,1314,3225,1506,0.0
AUT-0058.jpg,2736,3648,bolt_a,1047,2123,1165,2244,247.0,91.0,nat,2368,3602,2615,3693,0.0
AUT-0058.jpg,2736,3648,bolt_a,1047,2123,1165,2244,247.0,91.0,nat,2368,3602,2615,3693,0.0
AUT-0058.jpg,2736,3648,bolt_a,1079,2481,1189,2593,247.0,91.0,nat,2368,3602,2615,3693,0.0
AUT-0058.jpg,2736,3648,bolt_a,1079,2481,1189,2593,247.0,91.0,nat,2368,3602,2615,3693,0.0
AUT-0058.jpg,2736,3648,bolt_a,1432,2431,1544,2547,247.0,91.0,nat,2368,3602,2615,3693,0.0
AUT-0058.jpg,2736,3648,bolt_a,1432,2431,1544,2547,247.0,91.0,nat,2368,3602,2615,3693,0.0
AUT-0058.jpg,2736,3648,bolt_a,1416,2082,1534,2211,247.0,91.0,nat,2368,3602,2615,3693,0.0
AUT-0058.jpg,2736,3648,bolt_a,1416,2082,1534,2211,247.0,91.0,nat,2368,3602,2615,3693,0.0
AUT-0059.jpg,2736,3648,bolt_a,122,1846,263,1982,166.0,193.0,nat,1545,1561,1711,1754,0.0
AUT-0059.jpg,2736,3648,bolt_a,122,1846,263,1982,166.0,193.0,nat,1545,1561,1711,1754,0.0
AUT-0059.jpg,2736,3648,bolt_a,257,2185,379,2308,166.0,193.0,nat,1545,1561,1711,1754,0.0
AUT-0059.jpg,2736,3648,bolt_a,257,2185,379,2308,166.0,193.0,nat,1545,1561,1711,1754,0.0
AUT-0059.jpg,2736,3648,bolt_a,1496,1476,1621,1624,166.0,193.0,nat,1545,1561,1711,1754,0.1065651760228354
AUT-0059.jpg,2736,3648,bolt_a,1496,1476,1621,1624,166.0,193.0,nat,1545,1561,1711,1754,0.1065651760228354
AUT-0059.jpg,2736,3648,bolt_a,1582,1826,1713,1954,166.0,193.0,nat,1545,1561,1711,1754,0.0
AUT-0059.jpg,2736,3648,bolt_a,1582,1826,1713,1954,166.0,193.0,nat,1545,1561,1711,1754,0.0
AUT-0059.jpg,2736,3648,bolt_b,2213,1685,2338,1805,166.0,193.0,nat,1545,1561,1711,1754,0.0
AUT-0059.jpg,2736,3648,bolt_b,2213,1685,2338,1805,166.0,193.0,nat,1545,1561,1711,1754,0.0
AUT-0059.jpg,2736,3648,bolt_a,1446,3026,1577,3157,166.0,193.0,nat,1545,1561,1711,1754,0.0
AUT-0059.jpg,2736,3648,bolt_a,1446,3026,1577,3157,166.0,193.0,nat,1545,1561,1711,1754,0.0
AUT-0059.jpg,2736,3648,bolt_a,1925,2779,2104,2958,166.0,193.0,nat,1545,1561,1711,1754,0.0
AUT-0059.jpg,2736,3648,bolt_a,1925,2779,2104,2958,166.0,193.0,nat,1545,1561,1711,1754,0.0
AUT-0059.jpg,2736,3648,bolt_b,2183,2751,2357,2929,166.0,193.0,nat,1545,1561,1711,1754,0.0
AUT-0059.jpg,2736,3648,bolt_b,2183,2751,2357,2929,166.0,193.0,nat,1545,1561,1711,1754,0.0
AUT-0059.jpg,2736,3648,bolt_b,2339,1930,2492,2088,166.0,193.0,nat,1545,1561,1711,1754,0.0
AUT-0059.jpg,2736,3648,bolt_b,2339,1930,2492,2088,166.0,193.0,nat,1545,1561,1711,1754,0.0
AUT-0060.jpg,2736,3648,bolt_b,325,1878,654,2175,406.0,359.0,bolt,472,2049,878,2408,0.10486916735478456
AUT-0060.jpg,2736,3648,bolt_b,325,1878,654,2175,406.0,359.0,bolt,472,2049,878,2408,0.10486916735478456
AUT-0060.jpg,2736,3648,bolt_b,1742,1830,2041,2136,406.0,359.0,bolt,472,2049,878,2408,0.0
AUT-0060.jpg,2736,3648,bolt_b,1742,1830,2041,2136,406.0,359.0,bolt,472,2049,878,2408,0.0
AUT-0061.jpg,2736,3648,bolt_b,1021,1704,1302,1983,324.0,336.0,nat,1175,1861,1499,2197,0.09114223027538337
AUT-0061.jpg,2736,3648,bolt_b,1021,1704,1302,1983,324.0,336.0,nat,1175,1861,1499,2197,0.09114223027538337
AUT-0062.jpg,3648,2736,vague,1007,1741,1207,1940,267.0,256.0,bolt,1091,1833,1358,2089,0.13102447117378682
AUT-0062.jpg,3648,2736,vague,1007,1741,1207,1940,267.0,256.0,bolt,1091,1833,1358,2089,0.13102447117378682
AUT-0062.jpg,3648,2736,vague,1239,1211,1446,1425,267.0,256.0,bolt,1091,1833,1358,2089,0.0
AUT-0062.jpg,3648,2736,vague,1239,1211,1446,1425,267.0,256.0,bolt,1091,1833,1358,2089,0.0
AUT-0062.jpg,3648,2736,vague,1753,965,1955,1156,267.0,256.0,bolt,1091,1833,1358,2089,0.0
AUT-0062.jpg,3648,2736,vague,1753,965,1955,1156,267.0,256.0,bolt,1091,1833,1358,2089,0.0
AUT-0062.jpg,3648,2736,vague,2252,1084,2458,1282,267.0,256.0,bolt,1091,1833,1358,2089,0.0
AUT-0062.jpg,3648,2736,vague,2252,1084,2458,1282,267.0,256.0,bolt,1091,1833,1358,2089,0.0
AUT-0062.jpg,3648,2736,vague,1167,2249,1375,2442,267.0,256.0,bolt,1091,1833,1358,2089,0.0
AUT-0062.jpg,3648,2736,vague,1167,2249,1375,2442,267.0,256.0,bolt,1091,1833,1358,2089,0.0
AUT-0063.jpg,3648,2736,bolt_a,582,712,897,1028,410.0,350.0,nat,1909,632,2319,982,0.0
AUT-0063.jpg,3648,2736,bolt_a,582,712,897,1028,410.0,350.0,nat,1909,632,2319,982,0.0
AUT-0063.jpg,3648,2736,bolt_a,593,1480,897,1769,410.0,350.0,nat,1909,632,2319,982,0.0
AUT-0063.jpg,3648,2736,bolt_a,593,1480,897,1769,410.0,350.0,nat,1909,632,2319,982,0.0
AUT-0063.jpg,3648,2736,bolt_a,1775,1643,2073,1936,410.0,350.0,nat,1909,632,2319,982,0.0
AUT-0063.jpg,3648,2736,bolt_a,1775,1643,2073,1936,410.0,350.0,nat,1909,632,2319,982,0.0
AUT-0063.jpg,3648,2736,bolt_a,1786,475,2087,788,410.0,350.0,nat,1909,632,2319,982,0.13319841126899415
